,Opposition,Distance,HSR,Sprint,Accelerations,Decelerations,Jumps,match_id,season_name,team,opposition_team,goals_scored,goals_conceded,np_xg,np_xg_conceded,shots,shots_on_target,opposition_shots,opposition_shots_on_target,passes,opposition_passes,completed_passes_into_the_box,pressures,pressure_regains,fouls,tackles,yellow_cards,xg_within_8_seconds_of_corner,xg_conceded_within_8_seconds_of_corner,shots_within_8_seconds_of_corner,shots_conceded_within_8_seconds_of_corner,goals_within_8_seconds_of_corner,goals_conceded_within_8_seconds_of_corner,xg_within_8_seconds_of_indirect_free_kick,xg_conceded_within_8_seconds_of_indirect_free_kick,shots_within_8_seconds_of_indirect_free_kick,shots_conceded_within_8_seconds_of_indirect_free_kick,goals_within_8_seconds_of_indirect_free_kick,goals_conceded_within_8_seconds_of_indirect_free_kick,possession,final_third_possession,ppda,completed_passes_and_carries_into_final_third,match_outcome,date,monte_carlo_win_prob,monte_carlo_draw_prob,monte_carlo_loss_prob,location,lineup
102,Norwich,111841,6810,1248,252,422,8,3843944,2223,Coventry City,Norwich City,0,3,0.64156954,2.3436307,7,1,14,7,395,661,5,180,35,7,28,0,0.0719744,0,1,0,0,0,0,0,0,0,0,0,37,21,15.6,30,lost,03/09/2022,0.048,0.144,0.808,away,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 97.0833}, {'player_id': 3317, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 48.1167}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Right Center Midfield', 'minutes_played': 97.0833}, {'player_id': 4576, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 97.0833}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 97.0833}, {'player_id': 9276, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 71.2333}, {'player_id': 9422, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Back', 'minutes_played': 26.5167}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 97.0833}, {'player_id': 10460, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Left Center Midfield', 'minutes_played': 97.0833}, {'player_id': 29040, 'squad_role': 'Substitution - On (Injury)', 'position': 'Right Center Forward', 'minutes_played': 48.9667}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Center Defensive Midfield', 'minutes_played': 97.0833}, {'player_id': 29405, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 29407, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 71.2333}, {'player_id': 29839, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Back', 'minutes_played': 11.8167}, {'player_id': 32261, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Forward', 'minutes_played': 26.25}, {'player_id': 48708, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 85.2667}]"
103,Luton,102065,6360,1220,274,353,52,3843973,2223,Coventry City,Luton Town,2,2,1.2753805,1.37679085,12,4,11,4,440,423,9,142,20,11,16,1,0.015913,0.1374118,1,3,0,0,0.0861507,0.3868353,1,2,0,0,51,49,8.526315789,52,draw,14/09/2022,0.3364,0.2782,0.3854,away,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 94.9667}, {'player_id': 3317, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 94.9667}, {'player_id': 4576, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 94.9667}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 94.9667}, {'player_id': 9276, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 94.9667}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 94.9667}, {'player_id': 10460, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 94.9667}, {'player_id': 29040, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 94.9667}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 94.9667}, {'player_id': 29405, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 29407, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 26.75}, {'player_id': 29839, 'squad_role': 'Substitution - On (Injury)', 'position': 'Right Center Back', 'minutes_played': 68.65}, {'player_id': 47879, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 48708, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 94.9667}]"
104,Birmingham,97682,5977,1026,329,324,40,3843977,2223,Coventry City,Birmingham City,0,0,0.75177692,1.25699414,13,3,13,4,397,368,7,157,31,18,19,3,0.11825,0.5704406,2,4,0,0,0.136656,0,1,0,0,0,52,54,5,39,draw,17/09/2022,0.2108,0.2947,0.4945,away,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 94.4833}, {'player_id': 3317, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 17.8167}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 77.2667}, {'player_id': 4179, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 4576, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 94.4833}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 94.4833}, {'player_id': 9276, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Forward', 'minutes_played': 17.5333}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 77.2667}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 94.4833}, {'player_id': 10460, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 88.2333}, {'player_id': 29040, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 94.4833}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 94.4833}, {'player_id': 29405, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 29839, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 94.4833}, {'player_id': 47879, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 48708, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 94.4833}]"
105,Middlesbrough,102945,5824,1315,262,366,38,3844020,2223,Coventry City,Middlesbrough,1,0,0.84518323,0.6393008,11,4,6,3,346,447,8,174,30,22,17,4,0,0.162009,0,1,0,0,0,0,0,0,0,0,44,38,10.16666667,39,won,01/10/2022,0.3767,0.3724,0.2509,home,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 97.0167}, {'player_id': 3317, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 79.2}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 97.0167}, {'player_id': 4179, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 4576, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 97.0167}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 97.0167}, {'player_id': 9276, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 83.9}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 97.0167}, {'player_id': 10460, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Forward', 'minutes_played': 13.1167}, {'player_id': 29040, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 97.0167}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 97.0167}, {'player_id': 29405, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Midfield', 'minutes_played': 17.8167}, {'player_id': 29407, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 29839, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 97.0167}, {'player_id': 32261, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 48708, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 97.0167}]"
106,Bristol City,103021,7017,1159,252,337,38,3844026,2223,Coventry City,Bristol City,0,0,0.7720005,0.48549384,10,2,9,3,327,534,0,130,17,13,21,1,0.096944,0.123117,2,1,0,0,0.0249171,0.0249453,1,1,0,0,38,31,10.86363636,35,draw,04/10/2022,0.3939,0.3997,0.2064,away,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 95.3333}, {'player_id': 3317, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 95.3333}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 95.3333}, {'player_id': 4179, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 4576, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 95.3333}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 95.3333}, {'player_id': 9276, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Forward', 'minutes_played': 11.2667}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 84.1667}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 95.3333}, {'player_id': 10460, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 29040, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 95.3333}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 95.3333}, {'player_id': 29405, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 29407, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 29839, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 95.3333}, {'player_id': 32261, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 48708, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 95.3333}]"
107,Burnley,110389,6491,1086,289,394,23,3844077,2223,Coventry City,Burnley,0,1,0.323451,0.65743069,6,0,13,4,413,612,3,140,36,7,33,1,0.1914052,0.1343936,2,3,0,0,0.022718,0,1,0,0,0,40,37,10.72972973,39,lost,08/10/2022,0.1635,0.455,0.3815,home,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 98.4}, {'player_id': 3317, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 63.35}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 98.4}, {'player_id': 4179, 'squad_role': 'Substitution - On (Off Camera)', 'position': 'Right Back', 'minutes_played': 9.6}, {'player_id': 4576, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 88.8}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 98.4}, {'player_id': 9276, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 63.9333}, {'player_id': 9422, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Forward', 'minutes_played': 34.4667}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 63.65}, {'player_id': 10460, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 29040, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 98.4}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 98.4}, {'player_id': 29405, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Back', 'minutes_played': 35.1833}, {'player_id': 29407, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Back', 'minutes_played': 34.75}, {'player_id': 29839, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 98.4}, {'player_id': 32261, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 35.05}, {'player_id': 48708, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 63.2167}]"
108,Bristol City,,,,,,,,2223,Coventry City,Bristol City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/10/2022,,,,home,[]
109,Cardiff,103674,6897,1300,320,370,49,3844048,2223,Coventry City,Cardiff City,1,0,1.9485231,0.75031822,11,4,15,1,380,448,5,116,17,14,14,4,0.1320348,0.4672738,2,8,0,0,0,0.0868503,0,2,0,0,46,41,6,36,won,15/10/2022,0.7159,0.1989,0.0852,away,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 96.6}, {'player_id': 3317, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 20.2667}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 77.2}, {'player_id': 4179, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 4576, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 96.6}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 96.6}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 77.2}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 96.6}, {'player_id': 10460, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Forward', 'minutes_played': 19.6667}, {'player_id': 29040, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 96.6}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 96.6}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 96.6}, {'player_id': 29407, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Center Back', 'minutes_played': 74.2}, {'player_id': 29839, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 96.6}, {'player_id': 32261, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 47879, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 48708, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 22.4}]"
110,Sheffield United,103335,5870,912,341,394,50,3844079,2223,Coventry City,Sheffield United,1,0,0.27259249,1.12559045,7,1,20,4,421,470,3,134,23,15,14,4,0.104458,0.4072986,1,6,0,0,0,0.318293,0,3,0,0,47,39,7.666666667,27,won,19/10/2022,0.3352,0.3343,0.3305,home,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 100.483}, {'player_id': 3317, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 31.6167}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 69.3}, {'player_id': 4179, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 4576, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 60.4833}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 100.483}, {'player_id': 9422, 'squad_role': 'Starting XI', 'position': 'Left Center Forward', 'minutes_played': 69.3}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 100.483}, {'player_id': 10460, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Center Forward', 'minutes_played': 26.3}, {'player_id': 15304, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing Back', 'minutes_played': 40.6}, {'player_id': 29040, 'squad_role': 'Starting XI', 'position': 'Right Center Forward', 'minutes_played': 100.483}, {'player_id': 29363, 'squad_role': 'Starting XI', 'position': 'Right Defensive Midfield', 'minutes_played': 100.483}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Left Defensive Midfield', 'minutes_played': 100.483}, {'player_id': 29407, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 100.483}, {'player_id': 29839, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 100.483}, {'player_id': 32261, 'squad_role': 'Substitution - On (Injury)', 'position': 'Left Center Forward', 'minutes_played': 5.25}, {'player_id': 48708, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
111,Stoke,105249,6588,1286,300,415,38,3844113,2223,Coventry City,Stoke City,2,0,1.2959899,0.6152915,8,3,11,2,308,599,5,125,20,15,19,1,0.0357537,0.117745,1,1,0,0,0,0,0,0,0,0,34,27,19,20,won,22/10/2022,0.5622,0.2853,0.1525,away,"[{'player_id': 3299, 'squad_role': 'Starting XI', 'position': 'Goalkeeper', 'minutes_played': 94.9667}, {'player_id': 3317, 'squad_role': 'Starting XI', 'position': 'Center Attacking Midfield', 'minutes_played': 66.25}, {'player_id': 3355, 'squad_role': 'Starting XI', 'position': 'Right Center Midfield', 'minutes_played': 94.9667}, {'player_id': 4179, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Right Wing Back', 'minutes_played': 4.76667}, {'player_id': 4576, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 7847, 'squad_role': 'Starting XI', 'position': 'Right Wing Back', 'minutes_played': 90.4167}, {'player_id': 8998, 'squad_role': 'Starting XI', 'position': 'Left Wing Back', 'minutes_played': 94.9667}, {'player_id': 9709, 'squad_role': 'Starting XI', 'position': 'Center Back', 'minutes_played': 94.9667}, {'player_id': 10460, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Center Attacking Midfield', 'minutes_played': 28.7167}, {'player_id': 15304, 'squad_role': 'Starting XI', 'position': 'Left Center Midfield', 'minutes_played': 77.35}, {'player_id': 23399, 'squad_role': 'Substitution - On (Tactical)', 'position': 'Left Defensive Midfield', 'minutes_played': 17.6167}, {'player_id': 29040, 'squad_role': 'Starting XI', 'position': 'Center Forward', 'minutes_played': 94.9667}, {'player_id': 29405, 'squad_role': 'Starting XI', 'position': 'Center Defensive Midfield', 'minutes_played': 94.9667}, {'player_id': 29407, 'squad_role': 'Starting XI', 'position': 'Right Center Back', 'minutes_played': 94.9667}, {'player_id': 29839, 'squad_role': 'Starting XI', 'position': 'Left Center Back', 'minutes_played': 94.9667}, {'player_id': 32261, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 47879, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}, {'player_id': 48708, 'squad_role': 'Unused', 'position': 'Unused', 'minutes_played': 0.0}]"
